Index,Method,Sheet_ID,Date,Date_survey_started,Start Time,End Time,Start GPS Name,End GPS Name,Start Y,Start X,Start Temp (c),,End Y,End X,End Temp (c),Observers,Scribe,Survey,Number,No,Time,Species,Y,Y_old,X,X_old,SVL_mm,Color,Nuptial_Pads,gravid,STAGE,Use_for_size,Mass,Disposition,Microhabitat,Habitat_type,Burrow(Y/N),Burrow_Depth,GPS Waypoint,COMMENTS,Time to process,Toads Missed,QC
662,RoadVES,SCTR-09-MAY-2016-01,9-May-16,9-May-16,2145,,,,4118457,364943,,,,,,"ADS, MRL, scribe BN",,3,662,104,2357,SCHO,4118435,,364513,,48.4,GY,N,N,SNBA,,13.7,A,L.L.,-,N,,-,,,,
956,RoadVES,SCTR-20-JUL-2016-01,20-Jul-16,20-Jul-16,-,-,-,-,4119769,364520,-,,412000,364110,-,,,10,956,11,-,SCHO,4119916,,364237,,48.4,GY,N,N,SNBA,,-,OK,L.L.,-,N,,-,,,,
1464,RoadVES,SCTR-16- MAY-2017-01,16-May-17,16-May-17,2105,,,,,,19.5,76.6,,,,ADS,RH,3,,44,2253,SCHO,4119766,,364518,,48.4,DY,N,N,SNBA,,,,,,,,,,,,
489,RoadVES,SCTR-27-APR-2016-01,27-Apr-16,27-Apr-16,23:05,1:50,#021/8,,4118404,365819,#062/8,,4118595,366481,,"AO, ADS, SB",,2,489,24,23:54,SCHO,4118412,,366035,,48.5,GY,N,N,SNBA,,-,A,L.L.,-,N,,#033/8,,,,
925,RoadVES,SCTR-11-JUL-2016-01,11-Jul-16,11-Jul-16,2331,41,,French artillery park,-,-,-,,4119074,364479,-,-,,9,925,27,-,SCHO,4119128,,364480,,48.5,Y,N,N,SNBA,,-,OK,L.L.,-,N,,-,,,,
2122,RoadVES,SCTR-19-may-2017-01,19-May-17,19-May-17,2110,,,,,,21.8,97.2,,,,"ADS, HM",RH,6,,184,2315,SCHO,4119401,,367616,,48.5,GY,N,N,SNBA,,,,,,,,1171,,,,
2109,RoadVES,SCTR-19-may-2017-01,19-May-17,19-May-17,2110,,,,,,21.8,97.2,,,,"ADS, HM",RH,6,,171,2305,SCHO,4119338,,367624,,48.6,GY,N,N,SNBA,,,,,,,,1164,,,,
419,RoadVES,SCTR-22-APR-2016-03,22-Apr-16,22-Apr-16,2029,58,479,476,4118460,364962,,,4118409,365810,64F,"ADS, AO",,1,419,87,2329,SCHO,4118429,,365633,,48.9,G,N,N,SNBA,,-,A,L.L.,Forest,N,,437,,,,
715,RoadVES,SCTR-09-MAY-2016-01,10-May-16,9-May-16,2145,,,,4118457,364943,,,,,,"ADS, MRL, scribe BN",,3,715,157,113,SCHO,4118548,,364302,,49.1,GY,N,N,SNBA,,15.3,N,L.L.,-,N,,-,,,,
931,RoadVES,SCTR-11-JUL-2016-01,11-Jul-16,11-Jul-16,2331,41,,French artillery park,-,-,-,,4119074,364479,-,FW,,9,931,1,-,SCHO,4119031,,364469,,49.1,GY,N,N,SNBA,,,OK,L.L.,-,N,,,,,,
2178,RoadVES,SCTR-19-MAY-2017-06,19-May-17,19-May-17,,,,,,,,,,,,,,6,,240,2358,SCHO,4119705,,367588,,49.2,GY,N,N,SNBA,,,,,,,,1198,,,,
385,RoadVES,SCTR-22-APR-2016-02,22-Apr-16,22-Apr-16,2029,58,479,476,4118460,364962,,,4118409,365810,64F,"ADS, AO",,1,385,53,2216,SCHO,4118400,,365491,,49.3,B,N,N,SNBA,,-,A,L.L.,Forest,N,,,,,,
619,RoadVES,SCTR-09-MAY-2016-01,9-May-16,9-May-16,2145,,,,4118457,364943,,,,,,"ADS, MRL, scribe BN",,3,619,61,2309,SCHO,4118447,,364661,,49.3,DY,N,N,SNBA,,12.7,A,L.L.,-,N,,-,,,,
1033,RoadVES,SCTR-11-MAY-2017-01,11-May-17,11-May-17,2109,,,,,,15.7,95.8,,,,ADS,AC,1,,10,2131,SCHO,4118532,,364373,,49.6,GY,N,N,SNBA,,,,,,,,583,,,,
1651,RoadVES,SCTR-17-May-2017-02,18-May-17,17-May-17,,,,,,,24,76.6,,,,ADS,RH,4,,50,21,SCHO,4118450,4418450,365539,,49.7,GY,N,N,SNBA,,,,,,,,,,,,
362,RoadVES,SCTR-22-APR-2016-01,22-Apr-16,22-Apr-16,2029,58,479,476,4118460,364962,,,4118409,365810,64F,"ADS, AO",,1,362,30,2122,SCHO,4118428,,365322,,49.8,G,N,N,SNBA,,-,A,L.L.,Forest,N,,394,,,,
380,RoadVES,SCTR-22-APR-2016-02,22-Apr-16,22-Apr-16,2029,58,479,476,4118460,364962,,,4118409,365810,64F,"ADS, AO",,1,380,48,2207,SCHO,4118406,,365457,,49.8,DY,N,N,SNBA,,-,A,L.L.,Forest,N,,409,,,,
979,RoadVES,SCTR-20-JUL-2016-01,20-Jul-16,20-Jul-16,-,-,-,-,4119769,364520,-,,412000,364110,-,,,10,979,34,-,SCHO,4119968,,364101,,49.8,GY,N,N,SNBA,,-,OK,L.L.,-,N,,-,,,,
2103,RoadVES,SCTR-19-may-2017-01,19-May-17,19-May-17,2110,,,,,,21.8,97.2,,,,"ADS, HM",RH,6,,164,2302,SCHO,4119309,,367626,,49.8,GY,N,N,SNBA,,,,,,,,,,,,
1104,RoadVES,SCTR-11-MAY-2017-02,11-May-17,11-May-17,2109,,,,,,15.7,95.8,,,,ADS,AC,1,,81,2359,SCHO,4118455,,364818,,49.9,GY,N,N,SNBA,,,,,,,,,,,,
2172,RoadVES,SCTR-19-MAY-2017-06,19-May-17,19-May-17,,,,,,,,,,,,,,6,,234,2354,SCHO,4119679,,367621,,50,DY,N,N,SNBA,,,,,,,,,,,,
384,RoadVES,SCTR-22-APR-2016-02,22-Apr-16,22-Apr-16,2029,58,479,476,4118460,364962,,,4118409,365810,64F,"ADS, AO",,1,384,52,2215,SCHO,4118422,,365454,,50.1,Y,N,N,SNBA,,-,A,L.L.,Forest,N,,,,,,
1822,RoadVES,SCTR-18-MAY-2017-02,18-May-17,18-May-17,,,,,,,,,,,,,,5,,49,2313,SCHO,4118799,,364494,,50.2,Y,N,N,SNBA,,,,,,,,1041,,,,
1622,RoadVES,SCTR-17-May-2017-01,17-May-17,17-May-17,,,,,,,24,76.6,,,,ADS,RH,4,,21,2249,SCHO,4118424,,365851,,50.4,DY,N,N,SNBA,,,,,,,,,,,,
573,RoadVES,SCTR-09-MAY-2016-01,9-May-16,9-May-16,2145,,,,4118457,364943,,,,,,"ADS, MRL, scribe BN",,3,573,15,2210,SCHO,4118443,,364823,,50.8,GY,N,N,SNBA,,11,A,L.L.,-,N,,-,,,,
617,RoadVES,SCTR-09-MAY-2016-01,9-May-16,9-May-16,2145,,,,4118457,364943,,,,,,"ADS, MRL, scribe BN",,3,617,59,2305,SCHO,4118468,,364660,,50.9,Y,N,N,SNBA,,14.2,A,L.L.,-,N,,-,,,,
1405,RoadVES,SCTR-15-May-2017-01,15-May-17,15-May-17,2119,,,,,,,,,,,ADS,RH,R,,15,2233,SCHO,4120840,,363753,,50.9,DY,N,N,SNBA,,,,,,,,,,,,
2214,RoadVES,SCTR-19-MAY-2017-06,20-May-17,19-May-17,,,,,,,,,,,,,,6,,275,53,SCHO,4120584,,363793,,51.6,GY,N,N,SNBA,,,,,,,,1213,,,,
466,RoadVES,SCTR-27-APR-2016-01,27-Apr-16,27-Apr-16,23:05,1:50,#021/8,,4118404,365819,#062/8,,4118595,366481,,"AO, ADS, SB",,2,466,1,-,SCHO,4118394,,365829,,52.8,Y,N,N,SNBA,,-,A,L.L.,-,N,,#022/8,FT1,,,
571,RoadVES,SCTR-09-MAY-2016-01,9-May-16,9-May-16,2145,,,,4118457,364943,,,,,,"ADS, MRL, scribe BN",,3,571,13,2207,SCHO,4118438,,364830,,52.9,DY,N,N,SNBA,,22,A,L.L.,-,N,,-,,,,
2207,RoadVES,SCTR-19-MAY-2017-06,20-May-17,19-May-17,,,,,,,,,,,,,,6,,269,12,SCHO,4119818,,367584,,53.1,G,N,N,SNBA,,,,,,,,,,,,
1631,RoadVES,SCTR-17-May-2017-01,17-May-17,17-May-17,,,,,,,24,76.6,,,,ADS,RH,4,,30,2324,SCHO,4118456,,365294,,53.4,DY,N,N,SNBA,,,,,,,,,,,,
2229,RoadVES,SCTR-19-MAY-2017-06,20-May-17,19-May-17,,,,,,,,,,,,,,6,,291,106,SCHO,4120811,,363729,,54,GY,N,N,SNBA,,,,,,,,,,,,
460,RoadVES,SCTR-22-APR-2016-04,23-Apr-16,22-Apr-16,2029,58,479,476,4118460,364962,,,4118409,365810,64F,"ADS, AO",,1,460,128,47,SCHO,4118407,,365802,,54.1,Y,N,N,SNBA,,-,A,L.L.,Forest,N,,470,,,,
1503,RoadVES,SCTR-16-MAY-2017-02,17-May-17,16-May-17,2105,,,,,,,,,,,RH/ADS,ADS/RH,3,,83,26,SCHO,4120114,,364786,,54.8,GY,N,N,SNBA,,,,,,,,,,,,
348,RoadVES,SCTR-22-APR-2016-01,22-Apr-16,22-Apr-16,2029,58,479,476,4118460,364962,,,4118409,365810,64F,"ADS, AO",,1,348,16,2055,SCHO,4118453,,365274,,55,DY,N,N,SNBA,,-,A,L.L.,Forest,Y,,383,Next to burrow,,,
770,RoadVES,SCTR-11-MAY-2016-02,11-May-16,11-May-16,1:10,2:32,,,4118567,364246,17.9,,4118426,364197,16.4,"ADS, MRL, BN",,4,770,45,218,SCHO,4118468,,364191,,56.1,Y,N,N,SNBA,,-,-,L.L.,-,N,,-,,-,0,
1064,RoadVES,SCTR-11-MAY-2017-01,11-May-17,11-May-17,2109,,,,,,15.7,95.8,,,,ADS,AC,1,,41,2236,SCHO,4118476,,364507,,59.5,DY,N,N,SNBA,,,,,,,,,,,,
395,RoadVES,SCTR-22-APR-2016-02,22-Apr-16,22-Apr-16,2029,58,479,476,4118460,364962,,,4118409,365810,64F,"ADS, AO",,1,395,63,2235,SCHO,4118400,,365497,,61,Y,N,N,SNBA,,-,A,L.L.,Forest,N,,,,,,
1510,RoadVES,SCTR-16-MAY-2017-02,17-May-17,16-May-17,2105,,,,,,,,,,,RH/ADS,ADS/RH,3,,90,44,SCHO,4120062,,364734,,f,DY,N,N,SNBA,,,,,,,,,,,,
1374,RoadVES,SCTR-14-May-2017,14-May-17,14-May-17,2115,,,,,,20,,,,,HM,RH,2,,70,2355,SCHO,4120013,,365207,,,GY,N,N,SNBA,,,,,,,,778,,,,
1378,RoadVES,SCTR-14-May-2017,15-May-17,14-May-17,2115,,,,,,20,,,,,HM,RH,2,,74,3,SCHO,4120048,,365158,,,G,N,N,SNBA,,,,,,,,782,,,,
1379,RoadVES,SCTR-14-May-2017,15-May-17,14-May-17,2115,,,,,,20,,,,,HM,RH,2,,75,9,SCHO,4120117,,365083,,,G,N,N,SNBA,,,,,,,,784,,,,
1380,RoadVES,SCTR-14-May-2017,15-May-17,14-May-17,2115,,,,,,20,,,,,HM,RH,2,,76,11,SCHO,4120133,,365081,,,GY,N,N,SNBA,,,,,,,,785,,,,
1382,RoadVES,SCTR-14-May-2017,15-May-17,14-May-17,2115,,,,,,20,,,,,HM,RH,2,,78,12,SCHO,4120133,,365072,,,DY,N,N,SNBA,,,,,,,,787,,,,
1383,RoadVES,SCTR-14-May-2017,15-May-17,14-May-17,2115,,,,,,20,,,,,HM,RH,2,,79,13,SCHO,4120135,,365073,,,DY,N,N,SNBA,,,,,,,,788,,,,
1384,RoadVES,SCTR-14-May-2017,15-May-17,14-May-17,2115,,,,,,20,,,,,HM,RH,2,,80,15,SCHO,4120138,,365072,,,GY,N,N,SNBA,,,,,,,,789,,,,
1385,RoadVES,SCTR-14-May-2017,15-May-17,14-May-17,2115,,,,,,20,,,,,HM,RH,2,,81,18,SCHO,4120160,,365062,,,DY,N,N,SNBA,,,,,,,,790,,,,
1387,RoadVES,SCTR-14-May-2017,15-May-17,14-May-17,2115,,,,,,20,,,,,HM,RH,2,,83,22,SCHO,4120128,,365042,,,GY,N,N,SNBA,,,,,,,,792,,,,
1389,RoadVES,SCTR-14-May-2017,15-May-17,14-May-17,2115,,,,,,20,,,,,HM,RH,2,,85,25,SCHO,4120149,,365029,,,G,N,N,SNBA,,,,,,,,794,,,,
1390,RoadVES,SCTR-14-May-2017,15-May-17,14-May-17,2115,,,,,,20,,,,,HM,RH,2,,86,27,SCHO,4120147,,365028,,,GY,N,N,SNBA,,,,,,,,795,,,,
115,RoadVES,SCTR-12-Apr-2016-01,4/12/16,,2048,2325,,,4119851,365408,,,cul de sac,,,"ADS, AO",,,115,18,2206,SCHO,4120446,,365753,,22,G,N,DC,U,,-,A,leaf litter,forest,N,,"point 173, juvenile",,,,
213,RoadVES,SCTR-18-Apr-2016-01,4/19/16,,2145,235,,,4121428,363075,15.1,,4121433,363084,11,"ADS, AO, LT (scribe)",,,213,77,19,SCHO,4121477,,363737,,22.8,G,N,DC,U,,-,A,leaf litter,forest,N,,point 259,,,,
125,RoadVES,SCTR-12-Apr-2016-01,4/12/16,,2048,2325,,,4119851,365408,,,cul de sac,,,"ADS, AO",,,125,28,2222,SCHO,4120491,,365733,,23,G,N,DC,U,,-,A,leaf litter,forest,N,,point 181,,,,
127,RoadVES,SCTR-12-Apr-2016-01,4/12/16,,2048,2325,,,4119851,365408,,,cul de sac,,,"ADS, AO",,,127,30,2226,SCHO,4120484,,365692,,23,G,N,DC,U,,-,A,leaf litter,forest,N,,"point 183, juvenile",,,,
18,RoadVES,SCTR-11-Apr-2016-01,4/11/16,,2050,32,,155,4121195,367160,,,4119073,366990,,"ADS, AO",,,18,18,2227,SCHO,4119370,,367644,,24,G,N,DC,U,,-,A,leaf litter,forest,N,,point 092,,,,
63,RoadVES,SCTR-11-Apr-2016-01,4/11/16,,2050,32,,155,4121195,367160,,,4119073,366990,,"ADS, AO",,,63,63,2337,SCHO,4119011,,367379,,24,G,N,DC,U,,-,A,leaf litter,forest,N,,"point 126, juvenile",,,,
98,RoadVES,SCTR-12-Apr-2016-01,4/12/16,,2048,2325,,,4119851,365408,,,cul de sac,,,"ADS, AO",,,98,1,2106,SCHO,4119957,,365726,,24,G,N,DC,U,,-,A,leaf litter,forest,N,,"point 158, juvenile",,,,
110,RoadVES,SCTR-12-Apr-2016-01,4/12/16,,2048,2325,,,4119851,365408,,,cul de sac,,,"ADS, AO",,,110,13,2159,SCHO,4120431,,365747,,24,G,N,DC,U,,-,A,leaf litter,forest,N,,point 170,,,,
126,RoadVES,SCTR-12-Apr-2016-01,4/12/16,,2048,2325,,,4119851,365408,,,cul de sac,,,"ADS, AO",,,126,29,2223,SCHO,4120479,,365727,,24,G,N,DC,U,,-,A,leaf litter,forest,N,,point 182,,,,
66,RoadVES,SCTR-11-Apr-2016-01,4/11/16,,2050,32,,155,4121195,367160,,,4119073,366990,,"ADS, AO",,,66,66,2338,SCHO,4119009,,367378,,25,G,N,DC,U,,-,A,leaf litter,forest,N,,"point 127, juvenile",,,,
128,RoadVES,SCTR-12-Apr-2016-01,4/12/16,,2048,2325,,,4119851,365408,,,cul de sac,,,"ADS, AO",,,128,31,2227,SCHO,4120526,,365693,,25,G,N,DC,U,,-,A,leaf litter,forest,N,,"point 184, juvenile",,,,
282,RoadVES,SCTR-18-Apr-2016-01,4/19/16,,2145,235,,,4121428,363075,15.1,,4121433,363084,11,"ADS, AO, LT (scribe)",,,282,146,131,SCHO,4121524,,363502,,26.9,G,N,DC,U,,-,A,leaf litter,forest,N,,point 307,,,,
119,RoadVES,SCTR-12-Apr-2016-01,4/12/16,,2048,2325,,,4119851,365408,,,cul de sac,,,"ADS, AO",,,119,22,2211,SCHO,4120476,,365731,,27,G,N,DC,U,,-,A,leaf litter,forest,N,,point 176,,,,
121,RoadVES,SCTR-12-Apr-2016-01,4/12/16,,2048,2325,,,4119851,365408,,,cul de sac,,,"ADS, AO",,,121,24,2213,SCHO,4120479,,365729,,27,G,N,DC,U,,-,A,leaf litter,forest,N,,point 177,,,,
281,RoadVES,SCTR-18-Apr-2016-01,4/19/16,,2145,235,,,4121428,363075,15.1,,4121433,363084,11,"ADS, AO, LT (scribe)",,,281,145,129,SCHO,4121524,,363500,,27.1,G,N,DC,U,,-,A,leaf litter,forest,N,,point 306,,,,
260,RoadVES,SCTR-18-Apr-2016-01,4/19/16,,2145,235,,,4121428,363075,15.1,,4121433,363084,11,"ADS, AO, LT (scribe)",,,260,124,107,SCHO,4121513,,363601,,27.1,G,N,DC,U,,-,A,in burrow,forest,Y,,point 291,,,,
276,RoadVES,SCTR-18-Apr-2016-01,4/19/16,,2145,235,,,4121428,363075,15.1,,4121433,363084,11,"ADS, AO, LT (scribe)",,,276,140,124,SCHO,4121527,,363533,,27.3,G,N,DC,U,,-,A,leaf litter,forest,N,,point 304,,,,
214,RoadVES,SCTR-18-Apr-2016-01,4/19/16,,2145,235,,,4121428,363075,15.1,,4121433,363084,11,"ADS, AO, LT (scribe)",,,214,78,21,SCHO,4121466,,363733,,27.8,G,N,DC,U,,-,A,leaf litter,forest,N,,point 260,,,,
267,RoadVES,SCTR-18-Apr-2016-01,4/19/16,,2145,235,,,4121428,363075,15.1,,4121433,363084,11,"ADS, AO, LT (scribe)",,,267,131,117,SCHO,4121508,,363564,,27.9,G,N,DC,U,,-,A,leaf litter,forest,N,,point 298,,,,
295,RoadVES,SCTR-18-Apr-2016-01,4/19/16,,2145,235,,,4121428,363075,15.1,,4121433,363084,11,"ADS, AO, LT (scribe)",,,295,159,156,SCHO,4121617,,363101,,27.9,G,N,DC,U,,-,A,leaf litter,forest/field edge,N,,point 317,,,,
60,RoadVES,SCTR-11-Apr-2016-01,4/11/16,,2050,32,,155,4121195,367160,,,4119073,366990,,"ADS, AO",,,60,60,2330,SCHO,4119024,,367413,,28,G,N,DC,U,,-,A,leaf litter,forest,N,,"point 123, probably juvenile",,,,
69,RoadVES,SCTR-11-Apr-2016-01,4/11/16,,2050,32,,155,4121195,367160,,,4119073,366990,,"ADS, AO",,,69,69,2340,SCHO,4119010,,367371,,28,G,N,DC,U,,-,A,leaf litter,forest,N,,point 128,,,,
99,RoadVES,SCTR-12-Apr-2016-01,4/12/16,,2048,2325,,,4119851,365408,,,cul de sac,,,"ADS, AO",,,99,2,2110,SCHO,4119997,,365757,,28,G,N,DC,U,,-,A,leaf litter,forest,N,,"point 159, juvenile",,,,
108,RoadVES,SCTR-12-Apr-2016-01,4/12/16,,2048,2325,,,4119851,365408,,,cul de sac,,,"ADS, AO",,,108,11,2142,SCHO,4120197,,365781,,28,G,N,DC,U,,-,A,leaf litter,forest,N,,point 168,,,,
118,RoadVES,SCTR-12-Apr-2016-01,4/12/16,,2048,2325,,,4119851,365408,,,cul de sac,,,"ADS, AO",,,118,21,2211,SCHO,4120476,,365731,,28,G,N,DC,U,,-,A,leaf litter,forest,N,,point 176,,,,
134,RoadVES,SCTR-12-Apr-2016-01,4/12/16,,2048,2325,,,4119851,365408,,,cul de sac,,,"ADS, AO",,,134,37,2318,SCHO,4121230,,365788,,28,G,N,DC,U,,-,A,leaf litter,forest,N,,point 191,,,,
232,RoadVES,SCTR-18-Apr-2016-01,4/19/16,,2145,235,,,4121428,363075,15.1,,4121433,363084,11,"ADS, AO, LT (scribe)",,,232,96,36,SCHO,4121499,,363694,,28,G,N,DC,U,,-,A,leaf litter,forest,N,,point 273,,,,
103,RoadVES,SCTR-12-Apr-2016-01,4/12/16,,2048,2325,,,4119851,365408,,,cul de sac,,,"ADS, AO",,,103,6,2128,SCHO,4120164,,365768,,28,G,N,DC,U,,-,A,leaf litter,forest,Y,,"point 163, next to burrow",,,,
268,RoadVES,SCTR-18-Apr-2016-01,4/19/16,,2145,235,,,4121428,363075,15.1,,4121433,363084,11,"ADS, AO, LT (scribe)",,,268,132,117,SCHO,4121515,,363551,,28.1,G,N,DC,U,,-,A,leaf litter,forest,N,,point 300,,,,
280,RoadVES,SCTR-18-Apr-2016-01,4/19/16,,2145,235,,,4121428,363075,15.1,,4121433,363084,11,"ADS, AO, LT (scribe)",,,280,144,126,SCHO,4121527,,363533,,28.3,G,N,DC,U,,-,A,leaf litter,forest,N,,point 304,,,,
279,RoadVES,SCTR-18-Apr-2016-01,4/19/16,,2145,235,,,4121428,363075,15.1,,4121433,363084,11,"ADS, AO, LT (scribe)",,,279,143,126,SCHO,4121527,,363533,,28.4,G,N,DC,U,,-,A,leaf litter,forest,N,,point 304,,,,
248,RoadVES,SCTR-18-Apr-2016-01,4/19/16,,2145,235,,,4121428,363075,15.1,,4121433,363084,11,"ADS, AO, LT (scribe)",,,248,112,55,SCHO,4121498,,363619,,28.5,G,N,DC,U,,-,A,leaf litter,forest,N,,point 281,,,,
215,RoadVES,SCTR-18-Apr-2016-01,4/19/16,,2145,235,,,4121428,363075,15.1,,4121433,363084,11,"ADS, AO, LT (scribe)",,,215,79,21,SCHO,4121487,,363736,,28.7,G,N,DC,U,,-,A,leaf litter,forest,N,,point 261,,,,
133,RoadVES,SCTR-12-Apr-2016-01,4/12/16,,2048,2325,,,4119851,365408,,,cul de sac,,,"ADS, AO",,,133,36,2317,SCHO,4121226,,365777,,29,G,N,DC,U,,-,A,leaf litter,forest,N,,point 189,,,,
211,RoadVES,SCTR-18-Apr-2016-01,4/19/16,,2145,235,,,4121428,363075,15.1,,4121433,363084,11,"ADS, AO, LT (scribe)",,,211,75,18,SCHO,4121488,,363739,,29,G,N,DC,U,,-,A,leaf litter,forest,N,,point 257,,,,
218,RoadVES,SCTR-18-Apr-2016-01,4/19/16,,2145,235,,,4121428,363075,15.1,,4121433,363084,11,"ADS, AO, LT (scribe)",,,218,82,25,SCHO,4121496,,363742,,29.2,G,N,DC,U,,-,A,leaf litter,forest,N,,point 263,,,,
234,RoadVES,SCTR-18-Apr-2016-01,4/19/16,,2145,235,,,4121428,363075,15.1,,4121433,363084,11,"ADS, AO, LT (scribe)",,,234,98,30,SCHO,4121490,,363704,,29.2,G,N,DC,U,,-,A,leaf litter,forest,N,,point 269,,,,
220,RoadVES,SCTR-18-Apr-2016-01,4/19/16,,2145,235,,,4121428,363075,15.1,,4121433,363084,11,"ADS, AO, LT (scribe)",,,220,84,26,SCHO,4121483,,363721,,29.3,G,N,DC,U,,-,A,leaf litter,forest,N,,point 265,,,,
324,RoadVES,SCTR-18-Apr-2016-01,4/19/16,,2145,235,,,4121428,363075,15.1,,4121433,363084,11,"ADS, AO, LT (scribe)",,,324,188,227,SCHO,4121472,,363066,,29.3,G,N,DC,U,,-,A,leaf litter,Forest,N,,Pt 337,,,,
221,RoadVES,SCTR-18-Apr-2016-01,4/19/16,,2145,235,,,4121428,363075,15.1,,4121433,363084,11,"ADS, AO, LT (scribe)",,,221,85,26,SCHO,4121497,,363722,,29.6,G,N,DC,U,,-,A,leaf litter,forest,N,,point 266,,,,
249,RoadVES,SCTR-18-Apr-2016-01,4/19/16,,2145,235,,,4121428,363075,15.1,,4121433,363084,11,"ADS, AO, LT (scribe)",,,249,113,57,SCHO,4121506,,363606,,29.6,G,N,DC,U,,-,A,leaf litter,forest,N,,point 283,,,,
330,RoadVES,SCTR-18-Apr-2016-01,4/19/16,,2145,235,,,4121428,363075,15.1,,4121433,363084,11,"ADS, AO, LT (scribe)",,,330,194,232,SCHO,4121456,,363075,,29.7,G,N,DC,U,,-,A,leaf litter,Forest,N,,Pt 341,,,,
65,RoadVES,SCTR-11-Apr-2016-01,4/11/16,,2050,32,,155,4121195,367160,,,4119073,366990,,"ADS, AO",,,65,65,2338,SCHO,4119009,,367378,,30,G,N,DC,U,,-,A,leaf litter,forest,N,,"point 127, probably juvenile",,,,
212,RoadVES,SCTR-18-Apr-2016-01,4/19/16,,2145,235,,,4121428,363075,15.1,,4121433,363084,11,"ADS, AO, LT (scribe)",,,212,76,18,SCHO,4121485,,363747,,30.1,G,N,DC,U,,-,A,leaf litter,forest,N,,point 258,,,,
230,RoadVES,SCTR-18-Apr-2016-01,4/19/16,,2145,235,,,4121428,363075,15.1,,4121433,363084,11,"ADS, AO, LT (scribe)",,,230,94,34,SCHO,4121497,,363709,,30.1,G,N,DC,U,,-,A,leaf litter,forest,N,,point 272,,,,
250,RoadVES,SCTR-18-Apr-2016-01,4/19/16,,2145,235,,,4121428,363075,15.1,,4121433,363084,11,"ADS, AO, LT (scribe)",,,250,114,57,SCHO,4121506,,363606,,30.2,G,N,DC,U,,-,A,leaf litter,forest,N,,point 283,,,,
258,RoadVES,SCTR-18-Apr-2016-01,4/19/16,,2145,235,,,4121428,363075,15.1,,4121433,363084,11,"ADS, AO, LT (scribe)",,,258,122,106,SCHO,4121517,,363602,,30.3,G,N,DC,U,,-,A,leaf litter,forest,N,,point 289,,,,
274,RoadVES,SCTR-18-Apr-2016-01,4/19/16,,2145,235,,,4121428,363075,15.1,,4121433,363084,11,"ADS, AO, LT (scribe)",,,274,138,122,SCHO,4121512,,363538,,30.3,G,N,DC,U,,-,A,leaf litter,forest,N,,point 303,,,,
210,RoadVES,SCTR-18-Apr-2016-01,4/19/16,,2145,235,,,4121428,363075,15.1,,4121433,363084,11,"ADS, AO, LT (scribe)",,,210,74,18,SCHO,4121488,,363739,,30.4,G,N,DC,U,,-,A,leaf litter,forest,N,,point 257,,,,
269,RoadVES,SCTR-18-Apr-2016-01,4/19/16,,2145,235,,,4121428,363075,15.1,,4121433,363084,11,"ADS, AO, LT (scribe)",,,269,133,117,SCHO,4121515,,363551,,30.4,G,N,DC,U,,-,A,leaf litter,forest,N,,point 300,,,,
311,RoadVES,SCTR-18-Apr-2016-01,4/19/16,,2145,235,,,4121428,363075,15.1,,4121433,363084,11,"ADS, AO, LT (scribe)",,,311,175,219,SCHO,4121483,,363074,,30.4,G,N,DC,U,,-,A,leaf litter,Forest,N,,Pt 329,,,,
167,RoadVES,SCTR-18-Apr-2016-01,4/18/16,,2145,235,,,4121428,363075,15.1,,4121433,363084,11,"ADS, AO, LT (scribe)",,,167,31,2310,SCHO,4121002,,363662,,30.5,G,N,DC,U,,-,A,leaf litter,forest,N,,point 222,,,,
255,RoadVES,SCTR-18-Apr-2016-01,4/19/16,,2145,235,,,4121428,363075,15.1,,4121433,363084,11,"ADS, AO, LT (scribe)",,,255,119,101,SCHO,4121510,,363618,,30.5,G,N,DC,U,,-,A,leaf litter,forest,N,,point 287,,,,
247,RoadVES,SCTR-18-Apr-2016-01,4/19/16,,2145,235,,,4121428,363075,15.1,,4121433,363084,11,"ADS, AO, LT (scribe)",,,247,111,55,SCHO,4121493,,363631,,30.7,G,N,DC,U,,-,A,leaf litter,forest,N,,point 280,,,,
278,RoadVES,SCTR-18-Apr-2016-01,4/19/16,,2145,235,,,4121428,363075,15.1,,4121433,363084,11,"ADS, AO, LT (scribe)",,,278,142,126,SCHO,4121507,,363526,,30.8,G,N,DC,U,,-,A,leaf litter,forest,N,,point 305,,,,
319,RoadVES,SCTR-18-Apr-2016-01,4/19/16,,2145,235,,,4121428,363075,15.1,,4121433,363084,11,"ADS, AO, LT (scribe)",,,319,183,225,SCHO,4121480,,363064,,30.8,G,N,DC,U,,-,A,leaf litter,Forest,N,,Pt 336,,,,
44,RoadVES,SCTR-11-Apr-2016-01,4/11/16,,2050,32,,155,4121195,367160,,,4119073,366990,,"ADS, AO",,,44,44,2314,SCHO,4119098,,367416,,31,G,N,DC,U,,-,A,leaf litter,forest,N,,point 116,,,,
51,RoadVES,SCTR-11-Apr-2016-01,4/11/16,,2050,32,,155,4121195,367160,,,4119073,366990,,"ADS, AO",,,51,51,2321,SCHO,4119073,,367419,,31,G,N,DC,U,,-,A,leaf litter,forest,N,,point 118,,,,
53,RoadVES,SCTR-11-Apr-2016-01,4/11/16,,2050,32,,155,4121195,367160,,,4119073,366990,,"ADS, AO",,,53,53,2322,SCHO,4119089,,367428,,31,G,N,DC,U,,-,A,leaf litter,forest,N,,point 119,,,,
